word,synonyms,tf-idf-pos,tf-idf-neg,tf-idf-val,node-label
(ฝันร้าย - VERB),['ฝันร้าย'],0.7057980575679291,0,0.7057980575679291,pos
(เท้าเปล่า - ADJ),['เท้าเปล่า'],0.5293485431759468,0,0.5293485431759468,pos
(สนิม - VERB),,0.5293485431759468,-0.0061078678058763105,0.5232406753700705,pos
(ลูกสาว - ADV),"['ธิดา', 'บุตรี', 'ลูกสาว', 'บุตรสาว', 'บุตรหญิง']",0.39701140738196017,0,0.39701140738196017,pos
(ดิส - VERB),,0.3593826579239625,0,0.3593826579239625,pos
(ฟัน - VERB),['ฟัน'],0.31945125148796666,0,0.31945125148796666,pos
(ม้วน - ADV),"['มวน', 'ม้วน']",0.288735569005062,0,0.288735569005062,pos
(สักพัก - VERB),,0.288735569005062,0,0.288735569005062,pos
(แออัดยัดเยียด - ADJ),,0,-0.2646742715879734,-0.2646742715879734,neg
(จิบ - VERB),,0.2443147122350524,0,0.2443147122350524,pos
(ค็อกเทล - ADJ),['ค็อกเทล'],0.2443147122350524,0,0.2443147122350524,pos
(คนบ้า - VERB),['คนบ้า'],0,-0.2443147122350524,-0.2443147122350524,neg
(ห้า - ADJ),"['๕', 'ห้า', '5']",0.22686366136112007,0,0.22686366136112007,pos
(ดาว - ADV),"['ดาว', 'ดวงดาว']",0.22686366136112007,0,0.22686366136112007,pos
(เอะอะ - VERB),,0,-0.21173941727037876,-0.21173941727037876,neg
(กระแทก - VERB),['กระแทก'],0.20536151881369286,-0.004272007820790045,0.20108951099290281,pos
(ตะเกียง - ADV),['ตะเกียง'],0.19850570369098008,0,0.19850570369098008,pos
(เกลียด - VERB),['เกลียด'],0,-0.18682889759151067,-0.18682889759151067,neg
(พล็อต - VERB),['พล็อต'],0,-0.18682889759151067,-0.18682889759151067,neg
(เทศบาลเมือง - ADJ),,0,-0.18682889759151067,-0.18682889759151067,neg
(เลิก - ADV),"['เลิก', 'ล้มเลิก']",0,-0.18682889759151067,-0.18682889759151067,neg
(เกรซ - VERB),,0.006647808026156299,-0.18682889759151067,-0.18018108956535436,neg
(ยินดี - ADV),,0.014093437565645588,-0.19167075089278002,-0.17757731332713442,neg
(สงบสุข - ADV),,0,-0.17644951439198228,-0.17644951439198228,neg
(เด็ก - ADJ),"['เด็ก', 'เด็กในท้อง', 'เด็กในครรภ์']",0.17644951439198228,-0.0038067277917292223,0.17264278660025306,pos
(บ้าคลั่ง - ADJ),['บ้าคลั่ง'],0.16716269784503585,0,0.16716269784503585,pos
(ห้องสุขา - ADJ),,0,-0.16716269784503585,-0.16716269784503585,neg
