word,tf-idf-pos,tf-idf-neg,tf-idf-val,node-label
(ไหม - VERB),3.1760912590556813,-0.038080281634327154,3.138010977421354,pos
(กุ้งก้ามกราม - VERB),3.1760912590556813,-0.288735569005062,2.887355690050619,pos
(เขียวชอุ่ม - ADJ),0.03736577951830213,-1.0586970863518936,-1.0213313068335914,neg
(ยา - VERB),0.9583537544639,0,0.9583537544639,pos
(เล - VERB),0,-0.7940228147639203,-0.7940228147639203,neg
(ฝันร้าย - VERB),0.7057980575679291,0,0.7057980575679291,pos
(วัด - VERB),0,-0.6352182518111363,-0.6352182518111363,neg
(งาม - VERB),0.005691919819096203,-0.6352182518111363,-0.6295263319920401,neg
(ป๊อป - VERB),0.5293485431759468,0,0.5293485431759468,pos
(รอยสัก - VERB),0,-0.5293485431759468,-0.5293485431759468,neg
(เฮน - ADV),0,-0.5293485431759468,-0.5293485431759468,neg
(คู่มือ - VERB),0,-0.5293485431759468,-0.5293485431759468,neg
(เหลว - VERB),0,-0.4886294244701048,-0.4886294244701048,neg
(ตัวยง - VERB),0,-0.45372732272224015,-0.45372732272224015,neg
(กลลวง - VERB),0,-0.45372732272224015,-0.45372732272224015,neg
(กาม - VERB),0.45372732272224015,-0.04670722439787767,0.4070200983243625,pos
(ลูกสาว - ADV),0.39701140738196017,0,0.39701140738196017,pos
(แดด - ADV),0.39701140738196017,0,0.39701140738196017,pos
(เร่ร่อน - ADV),0,-0.39701140738196017,-0.39701140738196017,neg
(แออัดยัดเยียด - ADJ),0,-0.37365779518302134,-0.37365779518302134,neg
(ดิส - VERB),0.3593826579239625,0,0.3593826579239625,pos
(เคารพ - VERB),0.35289902878396456,-0.005685127552008977,0.3472139012319556,pos
(ฟัน - VERB),0.31945125148796666,0,0.31945125148796666,pos
(เท้าเปล่า - ADJ),0.31760912590556817,0,0.31760912590556817,pos
(อ่อน - ADJ),0.31760912590556817,0,0.31760912590556817,pos
(โลชั่น - VERB),0,-0.31760912590556817,-0.31760912590556817,neg
(ดวงดาว - VERB),0,-0.31760912590556817,-0.31760912590556817,neg
(มืด - VERB),0.31760912590556817,-0.0025853408702121946,0.315023785035356,pos
(สนิม - VERB),0.31760912590556817,-0.0061078678058763105,0.31150125809969187,pos
(เสื่อ - ADV),0.288735569005062,0,0.288735569005062,pos
(เกลียวคลื่น - VERB),0.288735569005062,0,0.288735569005062,pos
(ม้วน - ADV),0.288735569005062,0,0.288735569005062,pos
(ต้น - ADV),0.288735569005062,0,0.288735569005062,pos
(สักพัก - VERB),0.288735569005062,0,0.288735569005062,pos
(กลฉ้อฉล - VERB),0,-0.288735569005062,-0.288735569005062,neg
(คลำหา - VERB),0,-0.288735569005062,-0.288735569005062,neg
(ตรอก - VERB),0,-0.288735569005062,-0.288735569005062,neg
(ลอง - ADV),0.01194210285936324,-0.288735569005062,-0.2767934661456987,neg
(ล้าง - ADV),0,-0.2761818486135375,-0.2761818486135375,neg
(อย่า - VERB),0.017340538379925816,-0.28750612633917,-0.27016558795924417,neg
(ไห่ - VERB),0.2646742715879734,0,0.2646742715879734,pos
(เหยียด - VERB),0,-0.2613692057628818,-0.2613692057628818,neg
(ดื่ม - ADV),0.2646742715879734,-0.00380851835042712,0.2608657532375463,pos
(คาวบอย - VERB),0.2443147122350524,0,0.2443147122350524,pos
(กัส - VERB),0.2443147122350524,0,0.2443147122350524,pos
(ไวน์ - ADV),0.2443147122350524,0,0.2443147122350524,pos
(จิบ - VERB),0.2443147122350524,0,0.2443147122350524,pos
(ค็อกเทล - ADJ),0.2443147122350524,0,0.2443147122350524,pos
(ทิป - ADV),0,-0.2443147122350524,-0.2443147122350524,neg
(คนบ้า - VERB),0,-0.2443147122350524,-0.2443147122350524,neg
(ห้า - ADJ),0.22686366136112007,0,0.22686366136112007,pos
(ดาว - ADV),0.22686366136112007,0,0.22686366136112007,pos
(วดี - VERB),0.22686366136112007,0,0.22686366136112007,pos
(ทัศนศึกษา - ADV),0.22686366136112007,0,0.22686366136112007,pos
(ขี่ม้า - VERB),0.22686366136112007,0,0.22686366136112007,pos
(พึมพำ - VERB),0,-0.22686366136112007,-0.22686366136112007,neg
(สีแดงสด - VERB),0,-0.22686366136112007,-0.22686366136112007,neg
(ผิว - VERB),0,-0.22686366136112007,-0.22686366136112007,neg
(ฉีก - ADJ),0,-0.22686366136112007,-0.22686366136112007,neg
(เรื่องราว - ADV),0,-0.22686366136112007,-0.22686366136112007,neg
(ร่มรื่น - VERB),0,-0.22686366136112007,-0.22686366136112007,neg
(บาหลี - ADJ),0,-0.2190407764865987,-0.2190407764865987,neg
(ครีม - VERB),0.03958784801806981,-0.2574031267727719,-0.21781527875470208,neg
(สวมใส่ - VERB),0.22686366136112007,-0.009112713988563234,0.21775094737255685,pos
(หงุดหงิด - ADJ),0.22686366136112007,-0.01312813362279315,0.21373552773832694,pos
(สาด - VERB),0.05206706982058494,-0.2646742715879734,-0.21260720176738845,neg
(วิ - VERB),0.21173941727037876,0,0.21173941727037876,pos
(น้ำแข็ง - ADV),0.21173941727037876,0,0.21173941727037876,pos
(เตียงนอน - ADV),0.21173941727037876,0,0.21173941727037876,pos
(เอะอะ - VERB),0,-0.21173941727037876,-0.21173941727037876,neg
(ซิม - ADV),0,-0.21173941727037876,-0.21173941727037876,neg
(ไหว - VERB),0.2613692057628818,-0.051096508417758264,0.21027269734512355,pos
(เต้น - VERB),0.0033314730746137893,-0.21296750099197778,-0.209636027917364,neg
(ยามเย็น - VERB),0.20536151881369286,0,0.20536151881369286,pos
(ตอนบ่าย - VERB),0.19850570369098008,0,0.19850570369098008,pos
(ตะเกียง - VERB),0.19850570369098008,0,0.19850570369098008,pos
(ตะเกียง - ADV),0.19850570369098008,0,0.19850570369098008,pos
(ตอนต้น - VERB),0,-0.19850570369098008,-0.19850570369098008,neg
(แถบ - VERB),0,-0.19850570369098008,-0.19850570369098008,neg
(มหาศาล - ADJ),0.014535886769133553,-0.21173941727037876,-0.1972035305012452,neg
(ระ - VERB),0.18682889759151067,0,0.18682889759151067,pos
(เกลียด - VERB),0,-0.18682889759151067,-0.18682889759151067,neg
(กอด - VERB),0,-0.18682889759151067,-0.18682889759151067,neg
(กระแส - ADV),0,-0.18682889759151067,-0.18682889759151067,neg
(พล็อต - VERB),0,-0.18682889759151067,-0.18682889759151067,neg
(เทศบาลเมือง - ADJ),0,-0.18682889759151067,-0.18682889759151067,neg
(บวม - VERB),0,-0.18682889759151067,-0.18682889759151067,neg
(เลิก - ADV),0,-0.18682889759151067,-0.18682889759151067,neg
(เกรซ - VERB),0.006647808026156299,-0.18682889759151067,-0.18018108956535436,neg
(ยินดี - ADV),0.014093437565645588,-0.19167075089278002,-0.17757731332713442,neg
(ลำลอง - ADJ),0,-0.17644951439198228,-0.17644951439198228,neg
(สงบสุข - ADV),0,-0.17644951439198228,-0.17644951439198228,neg
(คลึง - VERB),0,-0.17644951439198228,-0.17644951439198228,neg
(เด็ก - ADJ),0.17644951439198228,-0.0038067277917292223,0.17264278660025306,pos
(สนุก - ADV),0.03549458349866296,-0.20536151881369286,-0.1698669353150299,neg
(กระแทก - VERB),0.17969132896198126,-0.012339318727003005,0.16735201023497825,pos
(บ้าคลั่ง - ADJ),0.16716269784503585,0,0.16716269784503585,pos
(ห้องสุขา - ADJ),0,-0.16716269784503585,-0.16716269784503585,neg
(ยิง - ADV),0,-0.16716269784503585,-0.16716269784503585,neg
(เมตร - ADV),0,-0.16287647482336826,-0.16287647482336826,neg
(ดีวีดี - VERB),0.15880456295278408,0,0.15880456295278408,pos
(วู้ด - VERB),0,-0.15880456295278408,-0.15880456295278408,neg
(รถมอเตอร์ไซค์ - VERB),0,-0.15880456295278408,-0.15880456295278408,neg
(ล่า - ADV),0,-0.15880456295278408,-0.15880456295278408,neg
(เสน่ห์ - VERB),0.004949109869973793,-0.16287647482336826,-0.15792736495339446,neg
(เข้ม - ADJ),0.31760912590556817,-0.15972562574398333,0.15788350016158484,pos
(โคมไฟ - ADJ),0.0032340396663573683,-0.15880456295278408,-0.1555705232864267,neg
(กระเป๋ากางเกง - VERB),0.1512424409074134,0,0.1512424409074134,pos
(สำเนียง - ADV),0,-0.1512424409074134,-0.1512424409074134,neg
(หยุดพัก - VERB),0,-0.1512424409074134,-0.1512424409074134,neg
(หยุดหย่อน - VERB),0,-0.1512424409074134,-0.1512424409074134,neg
(แข็งแรง - ADJ),0.1499427780186677,0,0.1499427780186677,pos
(ไทม์ - VERB),0.16287647482336826,-0.013016767455146235,0.14985970736822202,pos
(สปา - VERB),0.021363842549701893,-0.16912125078774706,-0.14775740823804517,neg
(เข็มฉีดยา - VERB),0,-0.14772517483979913,-0.14772517483979913,neg
(อ่าน - ADV),0,-0.14772517483979913,-0.14772517483979913,neg
(หมุนเวียน - ADV),0.144367784502531,0,0.144367784502531,pos
(เลี้ยงฉลอง - VERB),0.144367784502531,0,0.144367784502531,pos
(ยิ้ม - ADJ),0.144367784502531,0,0.144367784502531,pos
(เซ็น - ADV),0,-0.144367784502531,-0.144367784502531,neg
